"customer_id","store_id","first_name","last_name","email","address_id","active","create_date","last_update"
75.00,2.00,"TAMMY","SANDERS","TAMMY.SANDERS@sakilacustomer.org",79.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
76.00,2.00,"IRENE","PRICE","IRENE.PRICE@sakilacustomer.org",80.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
77.00,2.00,"JANE","BENNETT","JANE.BENNETT@sakilacustomer.org",81.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
78.00,1.00,"LORI","WOOD","LORI.WOOD@sakilacustomer.org",82.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
79.00,1.00,"RACHEL","BARNES","RACHEL.BARNES@sakilacustomer.org",83.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
80.00,1.00,"MARILYN","ROSS","MARILYN.ROSS@sakilacustomer.org",84.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
81.00,1.00,"ANDREA","HENDERSON","ANDREA.HENDERSON@sakilacustomer.org",85.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
82.00,1.00,"KATHRYN","COLEMAN","KATHRYN.COLEMAN@sakilacustomer.org",86.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
83.00,1.00,"LOUISE","JENKINS","LOUISE.JENKINS@sakilacustomer.org",87.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
84.00,2.00,"SARA","PERRY","SARA.PERRY@sakilacustomer.org",88.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
85.00,2.00,"ANNE","POWELL","ANNE.POWELL@sakilacustomer.org",89.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
86.00,2.00,"JACQUELINE","LONG","JACQUELINE.LONG@sakilacustomer.org",90.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
87.00,1.00,"WANDA","PATTERSON","WANDA.PATTERSON@sakilacustomer.org",91.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
88.00,2.00,"BONNIE","HUGHES","BONNIE.HUGHES@sakilacustomer.org",92.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
89.00,1.00,"JULIA","FLORES","JULIA.FLORES@sakilacustomer.org",93.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
90.00,2.00,"RUBY","WASHINGTON","RUBY.WASHINGTON@sakilacustomer.org",94.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
91.00,2.00,"LOIS","BUTLER","LOIS.BUTLER@sakilacustomer.org",95.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
92.00,2.00,"TINA","SIMMONS","TINA.SIMMONS@sakilacustomer.org",96.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
93.00,1.00,"PHYLLIS","FOSTER","PHYLLIS.FOSTER@sakilacustomer.org",97.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
94.00,1.00,"NORMA","GONZALES","NORMA.GONZALES@sakilacustomer.org",98.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
95.00,2.00,"PAULA","BRYANT","PAULA.BRYANT@sakilacustomer.org",99.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
96.00,1.00,"DIANA","ALEXANDER","DIANA.ALEXANDER@sakilacustomer.org",100.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
97.00,2.00,"ANNIE","RUSSELL","ANNIE.RUSSELL@sakilacustomer.org",101.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
98.00,1.00,"LILLIAN","GRIFFIN","LILLIAN.GRIFFIN@sakilacustomer.org",102.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
99.00,2.00,"EMILY","DIAZ","EMILY.DIAZ@sakilacustomer.org",103.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
100.00,1.00,"ROBIN","HAYES","ROBIN.HAYES@sakilacustomer.org",104.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
101.00,1.00,"PEGGY","MYERS","PEGGY.MYERS@sakilacustomer.org",105.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
102.00,1.00,"CRYSTAL","FORD","CRYSTAL.FORD@sakilacustomer.org",106.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
103.00,1.00,"GLADYS","HAMILTON","GLADYS.HAMILTON@sakilacustomer.org",107.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
104.00,1.00,"RITA","GRAHAM","RITA.GRAHAM@sakilacustomer.org",108.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
105.00,1.00,"DAWN","SULLIVAN","DAWN.SULLIVAN@sakilacustomer.org",109.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
106.00,1.00,"CONNIE","WALLACE","CONNIE.WALLACE@sakilacustomer.org",110.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
107.00,1.00,"FLORENCE","WOODS","FLORENCE.WOODS@sakilacustomer.org",111.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
108.00,1.00,"TRACY","COLE","TRACY.COLE@sakilacustomer.org",112.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
109.00,2.00,"EDNA","WEST","EDNA.WEST@sakilacustomer.org",113.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
110.00,2.00,"TIFFANY","JORDAN","TIFFANY.JORDAN@sakilacustomer.org",114.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
111.00,1.00,"CARMEN","OWENS","CARMEN.OWENS@sakilacustomer.org",115.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
112.00,2.00,"ROSA","REYNOLDS","ROSA.REYNOLDS@sakilacustomer.org",116.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
113.00,2.00,"CINDY","FISHER","CINDY.FISHER@sakilacustomer.org",117.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
114.00,2.00,"GRACE","ELLIS","GRACE.ELLIS@sakilacustomer.org",118.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
115.00,1.00,"WENDY","HARRISON","WENDY.HARRISON@sakilacustomer.org",119.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
116.00,1.00,"VICTORIA","GIBSON","VICTORIA.GIBSON@sakilacustomer.org",120.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
117.00,1.00,"EDITH","MCDONALD","EDITH.MCDONALD@sakilacustomer.org",121.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
118.00,1.00,"KIM","CRUZ","KIM.CRUZ@sakilacustomer.org",122.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
119.00,1.00,"SHERRY","MARSHALL","SHERRY.MARSHALL@sakilacustomer.org",123.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
120.00,2.00,"SYLVIA","ORTIZ","SYLVIA.ORTIZ@sakilacustomer.org",124.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
121.00,1.00,"JOSEPHINE","GOMEZ","JOSEPHINE.GOMEZ@sakilacustomer.org",125.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
122.00,1.00,"THELMA","MURRAY","THELMA.MURRAY@sakilacustomer.org",126.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
123.00,2.00,"SHANNON","FREEMAN","SHANNON.FREEMAN@sakilacustomer.org",127.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
124.00,1.00,"SHEILA","WELLS","SHEILA.WELLS@sakilacustomer.org",128.00,0.00,2/14/2006 22:04:36,2/15/2006 4:57:20
125.00,1.00,"ETHEL","WEBB","ETHEL.WEBB@sakilacustomer.org",129.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
126.00,1.00,"ELLEN","SIMPSON","ELLEN.SIMPSON@sakilacustomer.org",130.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
127.00,2.00,"ELAINE","STEVENS","ELAINE.STEVENS@sakilacustomer.org",131.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
128.00,1.00,"MARJORIE","TUCKER","MARJORIE.TUCKER@sakilacustomer.org",132.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
129.00,1.00,"CARRIE","PORTER","CARRIE.PORTER@sakilacustomer.org",133.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
130.00,1.00,"CHARLOTTE","HUNTER","CHARLOTTE.HUNTER@sakilacustomer.org",134.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
131.00,2.00,"MONICA","HICKS","MONICA.HICKS@sakilacustomer.org",135.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
132.00,2.00,"ESTHER","CRAWFORD","ESTHER.CRAWFORD@sakilacustomer.org",136.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
133.00,1.00,"PAULINE","HENRY","PAULINE.HENRY@sakilacustomer.org",137.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
134.00,1.00,"EMMA","BOYD","EMMA.BOYD@sakilacustomer.org",138.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
135.00,2.00,"JUANITA","MASON","JUANITA.MASON@sakilacustomer.org",139.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
136.00,2.00,"ANITA","MORALES","ANITA.MORALES@sakilacustomer.org",140.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
137.00,2.00,"RHONDA","KENNEDY","RHONDA.KENNEDY@sakilacustomer.org",141.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
138.00,1.00,"HAZEL","WARREN","HAZEL.WARREN@sakilacustomer.org",142.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
139.00,1.00,"AMBER","DIXON","AMBER.DIXON@sakilacustomer.org",143.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
140.00,1.00,"EVA","RAMOS","EVA.RAMOS@sakilacustomer.org",144.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
141.00,1.00,"DEBBIE","REYES","DEBBIE.REYES@sakilacustomer.org",145.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
142.00,1.00,"APRIL","BURNS","APRIL.BURNS@sakilacustomer.org",146.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
143.00,1.00,"LESLIE","GORDON","LESLIE.GORDON@sakilacustomer.org",147.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
144.00,1.00,"CLARA","SHAW","CLARA.SHAW@sakilacustomer.org",148.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
145.00,1.00,"LUCILLE","HOLMES","LUCILLE.HOLMES@sakilacustomer.org",149.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
146.00,1.00,"JAMIE","RICE","JAMIE.RICE@sakilacustomer.org",150.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
147.00,2.00,"JOANNE","ROBERTSON","JOANNE.ROBERTSON@sakilacustomer.org",151.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
148.00,1.00,"ELEANOR","HUNT","ELEANOR.HUNT@sakilacustomer.org",152.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
149.00,1.00,"VALERIE","BLACK","VALERIE.BLACK@sakilacustomer.org",153.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
150.00,2.00,"DANIELLE","DANIELS","DANIELLE.DANIELS@sakilacustomer.org",154.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
151.00,2.00,"MEGAN","PALMER","MEGAN.PALMER@sakilacustomer.org",155.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
152.00,1.00,"ALICIA","MILLS","ALICIA.MILLS@sakilacustomer.org",156.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
153.00,2.00,"SUZANNE","NICHOLS","SUZANNE.NICHOLS@sakilacustomer.org",157.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
154.00,2.00,"MICHELE","GRANT","MICHELE.GRANT@sakilacustomer.org",158.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
155.00,1.00,"GAIL","KNIGHT","GAIL.KNIGHT@sakilacustomer.org",159.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
156.00,1.00,"BERTHA","FERGUSON","BERTHA.FERGUSON@sakilacustomer.org",160.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
157.00,2.00,"DARLENE","ROSE","DARLENE.ROSE@sakilacustomer.org",161.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
158.00,1.00,"VERONICA","STONE","VERONICA.STONE@sakilacustomer.org",162.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
159.00,1.00,"JILL","HAWKINS","JILL.HAWKINS@sakilacustomer.org",163.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
160.00,2.00,"ERIN","DUNN","ERIN.DUNN@sakilacustomer.org",164.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
161.00,1.00,"GERALDINE","PERKINS","GERALDINE.PERKINS@sakilacustomer.org",165.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
162.00,2.00,"LAUREN","HUDSON","LAUREN.HUDSON@sakilacustomer.org",166.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
163.00,1.00,"CATHY","SPENCER","CATHY.SPENCER@sakilacustomer.org",167.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
164.00,2.00,"JOANN","GARDNER","JOANN.GARDNER@sakilacustomer.org",168.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
165.00,2.00,"LORRAINE","STEPHENS","LORRAINE.STEPHENS@sakilacustomer.org",169.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
166.00,1.00,"LYNN","PAYNE","LYNN.PAYNE@sakilacustomer.org",170.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
167.00,2.00,"SALLY","PIERCE","SALLY.PIERCE@sakilacustomer.org",171.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
168.00,1.00,"REGINA","BERRY","REGINA.BERRY@sakilacustomer.org",172.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
169.00,2.00,"ERICA","MATTHEWS","ERICA.MATTHEWS@sakilacustomer.org",173.00,0.00,2/14/2006 22:04:36,2/15/2006 4:57:20
170.00,1.00,"BEATRICE","ARNOLD","BEATRICE.ARNOLD@sakilacustomer.org",174.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
171.00,2.00,"DOLORES","WAGNER","DOLORES.WAGNER@sakilacustomer.org",175.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
172.00,1.00,"BERNICE","WILLIS","BERNICE.WILLIS@sakilacustomer.org",176.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
173.00,1.00,"AUDREY","RAY","AUDREY.RAY@sakilacustomer.org",177.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
174.00,2.00,"YVONNE","WATKINS","YVONNE.WATKINS@sakilacustomer.org",178.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
175.00,1.00,"ANNETTE","OLSON","ANNETTE.OLSON@sakilacustomer.org",179.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
176.00,1.00,"JUNE","CARROLL","JUNE.CARROLL@sakilacustomer.org",180.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
177.00,2.00,"SAMANTHA","DUNCAN","SAMANTHA.DUNCAN@sakilacustomer.org",181.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
178.00,2.00,"MARION","SNYDER","MARION.SNYDER@sakilacustomer.org",182.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
179.00,1.00,"DANA","HART","DANA.HART@sakilacustomer.org",183.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
180.00,2.00,"STACY","CUNNINGHAM","STACY.CUNNINGHAM@sakilacustomer.org",184.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
181.00,2.00,"ANA","BRADLEY","ANA.BRADLEY@sakilacustomer.org",185.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
182.00,1.00,"RENEE","LANE","RENEE.LANE@sakilacustomer.org",186.00,1.00,2/14/2006 22:04:36,2/15/2006 4:57:20
